"mb_code","mb_cat","suburb_code","suburb_name","lga_name","postcode","dwelling"
"20393723000",Parkland,"21629",Melbourne,Melbourne (C),"3000",109
"20393830000",Residential,"21629",Melbourne,Melbourne (C),"3000",93
"20393842000",Commercial,"21629",Melbourne,Melbourne (C),"3000",0
"20393862000",Residential,"21629",Melbourne,Melbourne (C),"3000",465
"20393971000",Commercial,"21629",Melbourne,Melbourne (C),"3000",147
"20393990000",Commercial,"21629",Melbourne,Melbourne (C),"3000",25
"20394020000",Commercial,"21629",Melbourne,Melbourne (C),"3000",29
"20394240000",Commercial,"21629",Melbourne,Melbourne (C),"3000",0
"20394410000",Commercial,"21629",Melbourne,Melbourne (C),"3000",0
"20394460000",Commercial,"21629",Melbourne,Melbourne (C),"3000",0
"20394470000",Commercial,"21629",Melbourne,Melbourne (C),"3000",0
"20394510000",Commercial,"21629",Melbourne,Melbourne (C),"3000",108
"20394784000",Transport,"22304",Southbank,Melbourne (C),"3006",0
"20394961000",Residential,"22304",Southbank,Melbourne (C),"3006",0
"20395020000",Residential,"22304",Southbank,Melbourne (C),"3006",109
"20395040000",Residential,"22304",Southbank,Melbourne (C),"3006",157
"20395070000",Commercial,"22304",Southbank,Melbourne (C),"3006",52
"20395220000",Residential,"20760",Docklands,Melbourne (C),"3008",6
"20395240000",Residential,"22304",Southbank,Melbourne (C),"3006",244
"20395260000",Commercial,"22304",Southbank,Melbourne (C),"3006",125
"20400540000",Water,"22743",West Melbourne,Melbourne (C),"3003",0
"20400592000",Commercial,"22743",West Melbourne,Melbourne (C),"3003",0
"20400760000",Hospital/Medical,"22026",Parkville (Vic.),Melbourne (C),"3052",6
"20400772000",Industrial,"21319",Kensington (Vic.),Melbourne (C),"3031",0
"20400870000",Residential,"22303",South Yarra,Melbourne (C),"3141",27
"20401070000",Residential,"21954",North Melbourne,Melbourne (C),"3051",23
"20401110000",Residential,"22303",South Yarra,Melbourne (C),"3141",48
"20401131000",Commercial,"21954",North Melbourne,Melbourne (C),"3051",27
"20401172000",Commercial,"22743",West Melbourne,Melbourne (C),"3003",70
"20401230000",Commercial,"21954",North Melbourne,Melbourne (C),"3051",77
"20401242000",Industrial,"21954",North Melbourne,Melbourne (C),"3051",0
"20401244000",Industrial,"21954",North Melbourne,Melbourne (C),"3051",0
"20401430000",Residential,"20492",Carlton (Vic.),Melbourne (C),"3053",143
"20401511000",Commercial,"21954",North Melbourne,Melbourne (C),"3051",0
"20401531000",Residential,"21954",North Melbourne,Melbourne (C),"3051",499
"20401630000",Residential,"20492",Carlton (Vic.),Melbourne (C),"3053",38
"20401670000",Residential,"21954",North Melbourne,Melbourne (C),"3051",57
"20401680000",Residential,"21954",North Melbourne,Melbourne (C),"3051",25
"20401720000",Residential,"21954",North Melbourne,Melbourne (C),"3051",44
"20401730000",Commercial,"20824",East Melbourne,Melbourne (C),"3002",9
"20401784000",Commercial,"20824",East Melbourne,Melbourne (C),"3002",3
"20401821000",Commercial,"20492",Carlton (Vic.),Melbourne (C),"3053",0
"20401823000",Commercial,"20492",Carlton (Vic.),Melbourne (C),"3053",0
"20401940000",Commercial,"20492",Carlton (Vic.),Melbourne (C),"3053",281
"20443910000",Residential,"21319",Kensington (Vic.),Melbourne (C),"3031",24
"20446240000",Residential,"21319",Kensington (Vic.),Melbourne (C),"3031",49
"20446410000",Residential,"21319",Kensington (Vic.),Melbourne (C),"3031",25
"20451830000",Residential,"21319",Kensington (Vic.),Melbourne (C),"3031",31
"20631900830",Residential,"21629",Melbourne,Melbourne (C),"3000",288
"20631929910",Residential,"21954",North Melbourne,Melbourne (C),"3051",36
"20631931350",Residential,"22304",Southbank,Melbourne (C),"3006",149
"20631936670",Residential,"22303",South Yarra,Melbourne (C),"3141",48
"20631937180",Residential,"21319",Kensington (Vic.),Melbourne (C),"3031",39
"20631943830",Residential,"22304",Southbank,Melbourne (C),"3006",143
"20632005130",Residential,"20760",Docklands,Melbourne (C),"3008",190
"20632005150",Residential,"22304",Southbank,Melbourne (C),"3006",0
"20664921000",Commercial,"21629",Melbourne,Melbourne (C),"3000",0
"20668160000",Parkland,"22026",Parkville (Vic.),Melbourne (C),"3052",4
"20668360000",Transport,"22026",Parkville (Vic.),Melbourne (C),"3052",0
"21299850000",Residential,"20824",East Melbourne,Melbourne (C),"3002",24
